,date,localName,name
0,2017-01-01,Nieuwjaarsdag,New Year's Day
1,2017-04-14,Goede Vrijdag,Good Friday
2,2017-04-16,Eerste Paasdag,Easter Sunday
3,2017-04-17,Tweede Paasdag,Easter Monday
4,2017-04-27,Koningsdag,King's Day
5,2017-05-05,Bevrijdingsdag,Liberation Day
6,2017-05-25,Hemelvaartsdag,Ascension Day
7,2017-06-05,Pinksteren,Whit Monday
8,2017-12-25,Eerste Kerstdag,Christmas Day
9,2017-12-26,Tweede Kerstdag,St. Stephen's Day
