,date,localName,name
0,2016-01-07,عيد الميلاد المجيد,Christmas
1,2016-01-25,عيد الثورة 25 يناير,Revolution Day 2011 National Police Day
2,2016-04-25,عيد تحرير سيناء,Sinai Liberation Day
3,2016-05-01,عيد العمال,Labour Day
4,2016-07-23,عيد ثورة 23 يوليو,Revolution Day
5,2016-10-06,عيد القوات المسلحة,Armed Forces Day
