,date,localName,name
0,2017-01-02,New Year's Day,New Year's Day
1,2017-01-02,Day after New Year's Day,Day after New Year's Day
2,2017-02-06,Waitangi Day,Waitangi Day
3,2017-04-14,Good Friday,Good Friday
4,2017-04-17,Easter Monday,Easter Monday
5,2017-04-25,Anzac Day,Anzac Day
6,2017-06-05,Queen's Birthday,Queen's Birthday
7,2017-10-23,Labour Day,Labour Day
8,2017-12-25,Christmas Day,Christmas Day
9,2017-12-26,Boxing Day,Boxing Day
