,date,localName,name
0,2016-01-01,Yılbaşı,New Year's Day
1,2016-04-23,Ulusal Egemenlik ve Çocuk Bayramı,National Independence & Children's Day
2,2016-05-01,İşçi Bayramı,Labour Day
3,2016-05-19,"Atatürk'ü Anma, Gençlik ve Spor Bayramı",Atatürk Commemoration & Youth Day
4,2016-07-15,Demokrasi Bayramı,Democracy Day
5,2016-08-30,Zafer Bayramı,Victory Day
6,2016-10-29,Cumhuriyet Bayramı,Republic Day
