,date,localName,name
0,2015-01-07,عيد الميلاد المجيد,Christmas
1,2015-01-25,عيد الثورة 25 يناير,Revolution Day 2011 National Police Day
2,2015-04-25,عيد تحرير سيناء,Sinai Liberation Day
3,2015-05-01,عيد العمال,Labour Day
4,2015-07-23,عيد ثورة 23 يوليو,Revolution Day
5,2015-10-06,عيد القوات المسلحة,Armed Forces Day
