,date,localName,name
0,2015-01-01,New Year's Day,New Year's Day
1,2015-02-09,Family Day,Family Day
2,2015-02-16,Louis Riel Day,Louis Riel Day
3,2015-02-16,Islander Day,Islander Day
4,2015-02-16,Family Day,Family Day
5,2015-02-16,Heritage Day,Heritage Day
6,2015-03-17,Saint Patrick's Day,Saint Patrick's Day
7,2015-04-03,Good Friday,Good Friday
8,2015-04-06,Easter Monday,Easter Monday
9,2015-04-23,Saint George's Day,Saint George's Day
10,2015-05-18,National Patriots' Day,National Patriots' Day
11,2015-05-18,Victoria Day,Victoria Day
12,2015-06-21,National Aboriginal Day,National Aboriginal Day
13,2015-06-24,Discovery Day,Discovery Day
14,2015-06-24,Fête nationale du Québec,National Holiday
15,2015-07-01,Canada Day,Canada Day
16,2015-07-12,Orangemen's Day,Orangemen's Day
17,2015-08-03,Civic Holiday,Civic Holiday
18,2015-08-03,Heritage Day,Heritage Day
19,2015-08-03,New Brunswick Day,New Brunswick Day
20,2015-08-03,Natal Day,Natal Day
21,2015-08-17,Gold Cup Parade Day,Gold Cup Parade Day
22,2015-08-17,Discovery Day,Discovery Day
23,2015-09-07,Labour Day,Labour Day
24,2015-10-12,Thanksgiving,Thanksgiving
25,2015-11-11,Armistice Day,Armistice Day
26,2015-11-11,Remembrance Day,Remembrance Day
27,2015-12-25,Christmas Day,Christmas Day
28,2015-12-26,St. Stephen's Day,St. Stephen's Day
