,date,localName,name
0,2017-01-01,Nytårsdag,New Year's Day
1,2017-04-13,Skærtorsdag,Maundy Thursday
2,2017-04-14,Langfredag,Good Friday
3,2017-04-16,Påskedag,Easter Sunday
4,2017-04-17,2. Påskedag,Easter Monday
5,2017-05-12,Store bededag,General Prayer Day
6,2017-05-25,Kristi Himmelfartsdag,Ascension Day
7,2017-05-26,Banklukkedag,Bank closing day
8,2017-06-04,Pinsedag,Pentecost
9,2017-06-05,2. Pinsedag,Whit Monday
10,2017-06-05,Grundlovsdag,Constitution Day
11,2017-12-24,Juleaftensdag,Christmas Eve
12,2017-12-25,Juledag / 1. juledag,Christmas Day
13,2017-12-26,2. juledag,St. Stephen's Day
14,2017-12-31,Nytårsaftensdag,New Year's Eve
