,date,localName,name
0,2016-01-01,Lá Caille,New Year's Day
1,2016-03-17,Lá Fhéile Pádraig,Saint Patrick's Day
2,2016-03-28,Luan Cásca,Easter Monday
3,2016-05-02,Lá Bealtaine,May Day
4,2016-06-06,Lá Saoire i mí an Mheithimh,June Holiday
5,2016-08-01,Lá Saoire i mí Lúnasa,August Holiday
6,2016-10-31,Lá Saoire i mí Dheireadh Fómhair,October Holiday
7,2016-12-25,Lá Nollag,Christmas Day
8,2016-12-26,Lá Fhéile Stiofáin,St. Stephen's Day
