,date,localName,name
0,2018-01-01,Tahun Baru Masehi,New Year's Day
1,2018-03-30,Wafat Isa Almasih,Good Friday
2,2018-04-01,Paskah,Easter Sunday
3,2018-05-01,Hari Buruh Internasional,Labour Day
4,2018-05-11,Kenaikan Isa Almasih,Ascension Day
5,2018-06-01,Hari Lahir Pancasila,Pancasila Day
6,2018-08-17,Hari Ulang Tahun Kemerdekaan Republik Indonesia,Independence Day
7,2018-12-25,Hari Raya Natal,Christmas Day
