,date,localName,name
0,2015-01-01,Første nyttårsdag,New Year's Day
1,2015-04-02,Skjærtorsdag,Maundy Thursday
2,2015-04-03,Langfredag,Good Friday
3,2015-04-05,Første påskedag,Easter Sunday
4,2015-04-06,Andre påskedag,Easter Monday
5,2015-05-01,Første mai,Labour Day
6,2015-05-14,Kristi himmelfartsdag,Ascension Day
7,2015-05-17,Syttende mai,Constitution Day
8,2015-05-24,Første pinsedag,Pentecost
9,2015-05-25,Andre pinsedag,Whit Monday
10,2015-12-25,Første juledag,Christmas Day
11,2015-12-26,Andre juledag,St. Stephen's Day
