,date,localName,name
0,2016-01-01,Neujahr,New Year's Day
1,2016-01-06,Heilige Drei Könige,Epiphany
2,2016-03-08,Internationaler Frauentag,International Women's Day
3,2016-03-25,Karfreitag,Good Friday
4,2016-03-28,Ostermontag,Easter Monday
5,2016-05-01,Tag der Arbeit,Labour Day
6,2016-05-05,Christi Himmelfahrt,Ascension Day
7,2016-05-16,Pfingstmontag,Whit Monday
8,2016-05-26,Fronleichnam,Corpus Christi
9,2016-08-15,Mariä Himmelfahrt,Assumption Day
10,2016-09-20,Weltkindertag,World Children's Day
11,2016-10-03,Tag der Deutschen Einheit,German Unity Day
12,2016-10-31,Reformationstag,Reformation Day
13,2016-11-01,Allerheiligen,All Saints' Day
14,2016-11-16,Buß- und Bettag,Repentance and Prayer Day
15,2016-12-25,Erster Weihnachtstag,Christmas Day
16,2016-12-26,Zweiter Weihnachtstag,St. Stephen's Day
