,date,localName,name
0,2014-01-01,Første nyttårsdag,New Year's Day
1,2014-04-17,Skjærtorsdag,Maundy Thursday
2,2014-04-18,Langfredag,Good Friday
3,2014-04-20,Første påskedag,Easter Sunday
4,2014-04-21,Andre påskedag,Easter Monday
5,2014-05-01,Første mai,Labour Day
6,2014-05-17,Syttende mai,Constitution Day
7,2014-05-29,Kristi himmelfartsdag,Ascension Day
8,2014-06-08,Første pinsedag,Pentecost
9,2014-06-09,Andre pinsedag,Whit Monday
10,2014-12-25,Første juledag,Christmas Day
11,2014-12-26,Andre juledag,St. Stephen's Day
