,date,localName,name
0,2016-01-01,Año Nuevo,New Year's Day
1,2016-02-01,Día de la Constitución,Constitution Day
2,2016-03-21,Natalicio de Benito Juárez,Benito Juárez's birthday
3,2016-05-02,Día del Trabajo,Labor Day
4,2016-09-16,Día de la Independencia,Independence Day
5,2016-11-21,Día de la Revolución,Revolution Day
6,2016-12-25,Navidad,Christmas Day
