,date,localName,name
0,2017-01-01,Lá Caille,New Year's Day
1,2017-03-17,Lá Fhéile Pádraig,Saint Patrick's Day
2,2017-04-17,Luan Cásca,Easter Monday
3,2017-05-01,Lá Bealtaine,May Day
4,2017-06-05,Lá Saoire i mí an Mheithimh,June Holiday
5,2017-08-07,Lá Saoire i mí Lúnasa,August Holiday
6,2017-10-30,Lá Saoire i mí Dheireadh Fómhair,October Holiday
7,2017-12-25,Lá Nollag,Christmas Day
8,2017-12-26,Lá Fhéile Stiofáin,St. Stephen's Day
