,date,localName,name
0,2016-01-01,Año Nuevo,New Year's Day
1,2016-02-08,Carnaval,Carnival
2,2016-02-09,Carnaval,Carnival
3,2016-03-24,Día Nacional de la Memoria por la Verdad y la Justicia,Day of Remembrance for Truth and Justice
4,2016-03-25,Viernes Santo,Good Friday
5,2016-04-02,Día del Veterano y de los Caídos en la Guerra de Malvinas,Day of the Veterans and Fallen of the Malvinas War
6,2016-05-01,Día del Trabajador,Labour Day
7,2016-05-25,Día de la Revolución de Mayo,May Revolution
8,2016-06-17,Paso a la Inmortalidad del General Martín Miguel de Güemes,Anniversary of the Passing of General Martín Miguel de Güemes
9,2016-06-20,Paso a la Inmortalidad del General Manuel Belgrano,General Manuel Belgrano Memorial Day
10,2016-07-09,Día de la Independencia,Independence Day
11,2016-08-15,Paso a la Inmortalidad del General José de San Martín,General José de San Martín Memorial Day
12,2016-10-10,Día del Respeto a la Diversidad Cultural,Day of Respect for Cultural Diversity
13,2016-11-20,Día de la Soberanía Nacional,National Sovereignty Day
14,2016-12-08,Día de la Inmaculada Concepción de María,Immaculate Conception Day
15,2016-12-25,Navidad,Christmas Day
