,date,localName,name
0,2014-01-01,New Year's Day,New Year's Day
1,2014-01-20,"Martin Luther King, Jr. Day","Martin Luther King, Jr. Day"
2,2014-02-17,Washington's Birthday,Presidents' Day
3,2014-05-26,Memorial Day,Memorial Day
4,2014-07-04,Independence Day,Independence Day
5,2014-09-01,Labor Day,Labour Day
6,2014-10-13,Columbus Day,Columbus Day
7,2014-11-11,Veterans Day,Veterans Day
8,2014-11-27,Thanksgiving Day,Thanksgiving Day
9,2014-12-25,Christmas Day,Christmas Day
