,date,localName,name
0,2018-01-01,New Year's Day,New Year's Day
1,2018-01-02,Day after New Year's Day,Day after New Year's Day
2,2018-02-06,Waitangi Day,Waitangi Day
3,2018-03-30,Good Friday,Good Friday
4,2018-04-02,Easter Monday,Easter Monday
5,2018-04-25,Anzac Day,Anzac Day
6,2018-06-04,Queen's Birthday,Queen's Birthday
7,2018-10-22,Labour Day,Labour Day
8,2018-12-25,Christmas Day,Christmas Day
9,2018-12-26,Boxing Day,Boxing Day
