,date,localName,name
0,2016-01-01,Nieuwjaar,New Year's Day
1,2016-03-27,Pasen,Easter Sunday
2,2016-03-28, Paasmaandag,Easter Monday
3,2016-05-01,Dag van de arbeid,Labour Day
4,2016-05-05,Onze Lieve Heer hemel,Ascension Day
5,2016-05-16,Pinkstermaandag,Whit Monday
6,2016-07-21,Nationale feestdag,Belgian National Day
7,2016-08-15,Onze Lieve Vrouw hemelvaart,Assumption Day
8,2016-11-01,Allerheiligen,All Saints' Day
9,2016-11-11,Wapenstilstand,Armistice Day
10,2016-12-25,Kerstdag,Christmas Day
