,date,localName,name
0,2018-01-01,Lá Caille,New Year's Day
1,2018-03-17,Lá Fhéile Pádraig,Saint Patrick's Day
2,2018-04-02,Luan Cásca,Easter Monday
3,2018-05-07,Lá Bealtaine,May Day
4,2018-06-04,Lá Saoire i mí an Mheithimh,June Holiday
5,2018-08-06,Lá Saoire i mí Lúnasa,August Holiday
6,2018-10-29,Lá Saoire i mí Dheireadh Fómhair,October Holiday
7,2018-12-25,Lá Nollag,Christmas Day
8,2018-12-26,Lá Fhéile Stiofáin,St. Stephen's Day
