,date,localName,name
0,2016-01-01,Nieuwjaarsdag,New Year's Day
1,2016-03-25,Goede Vrijdag,Good Friday
2,2016-03-27,Eerste Paasdag,Easter Sunday
3,2016-03-28,Tweede Paasdag,Easter Monday
4,2016-04-27,Koningsdag,King's Day
5,2016-05-05,Hemelvaartsdag,Ascension Day
6,2016-05-05,Bevrijdingsdag,Liberation Day
7,2016-05-16,Pinksteren,Whit Monday
8,2016-12-25,Eerste Kerstdag,Christmas Day
9,2016-12-26,Tweede Kerstdag,St. Stephen's Day
